text,sentiment
This phone is terrible and disappointing.,negative
Average experience with this software.,neutral
What a fantastic phone!,positive
This is the worst headphones I've ever used.,negative
I absolutely hate this course.,negative
Super impressed with this product.,positive
Extremely frustrated with this feature.,negative
The update performs adequately.,neutral
Not worth the money for this book.,negative
The feature is okay.,neutral
The course functions normally.,neutral
The subscription works perfectly and I am satisfied.,positive
I absolutely love this service.,positive
Everything about this subscription is excellent.,positive
I regret buying this headphones.,negative
This interface is amazing and exceeded my expectations.,positive
The platform does not work as expected.,negative
What a horrible subscription!,negative
Average experience with this app.,neutral
Average experience with this interface.,neutral
What a horrible headphones!,negative
It's just a normal design.,neutral
This headphones works as expected.,neutral
Super impressed with this interface.,positive
This is the worst update I've ever used.,negative
It is a standard support team.,neutral
Extremely frustrated with this restaurant.,negative
I had a wonderful experience with this movie.,positive
Nothing special about this software.,neutral
This website works as expected.,neutral
I'm very happy with the laptop.,positive
Very bad experience with this headphones.,negative
This movie is amazing and exceeded my expectations.,positive
Everything about this book is excellent.,positive
Not worth the money for this game.,negative
I absolutely hate this service.,negative
This camera is terrible and disappointing.,negative
The design performs adequately.,neutral
The website performs adequately.,neutral
This is the best delivery I've ever used.,positive
One star for this hotel.,negative
One star for this book.,negative
The course works perfectly and I am satisfied.,positive
Everything about this platform is excellent.,positive
One star for this system.,negative
Average experience with this hotel.,neutral
This is the worst platform I've ever used.,negative
Five stars for this system!,positive
I absolutely hate this delivery.,negative
This is the worst hotel I've ever used.,negative
This software is terrible and disappointing.,negative
This is the best system I've ever used.,positive
The update meets basic requirements.,neutral
The platform is okay.,neutral
Everything about this subscription is excellent.,positive
Super impressed with this laptop.,positive
I absolutely hate this subscription.,negative
I regret buying this delivery.,negative
This is the worst website I've ever used.,negative
Very bad experience with this design.,negative
I absolutely love this phone.,positive
Five stars for this game!,positive
What a fantastic headphones!,positive
Everything about this software is excellent.,positive
I regret buying this app.,negative
